phase_id,phase_percent,region,authored_ml,automatic_ml,disagreement_ml,authored_method,reference_accepted,whole_chamber_confirmed
phase_03,15,RA,57.20918084522201,87.22074695701065,30.01156611178864,CT-only BSpline transport of authored search domains then target-phase HU filtering and largest6connectedcomponent,False,False
phase_03,15,blood_pool_sum,276.59726963367206,413.26156417470725,136.6642945410352,CT-only BSpline transport of authored search domains then target-phase HU filtering and largest6connectedcomponent,False,False
phase_04,20,LV,66.35522197797202,89.1492908553547,22.794068877382685,CT-only BSpline transport of authored search domains then target-phase HU filtering and largest6connectedcomponent,False,False
phase_04,20,RV,95.04063449841097,149.92079655224532,54.880162053834354,CT-only BSpline transport of authored search domains then target-phase HU filtering and largest6connectedcomponent,False,False
phase_04,20,LA,44.86437447041002,64.39591534343049,19.531540873020468,CT-only BSpline transport of authored search domains then target-phase HU filtering and largest6connectedcomponent,False,False
phase_04,20,RA,57.17785878654821,102.8672339095271,45.689375122978895,CT-only BSpline transport of authored search domains then target-phase HU filtering and largest6connectedcomponent,False,False
phase_04,20,blood_pool_sum,263.4380897333412,406.33323666055765,142.89514692721644,CT-only BSpline transport of authored search domains then target-phase HU filtering and largest6connectedcomponent,False,False
phase_05,25,LV,61.09535341067866,78.61445201390738,17.51909860322872,CT-only BSpline transport of authored search domains then target-phase HU filtering and largest6connectedcomponent,False,False
phase_05,25,RV,92.62100546585981,134.53383522874034,41.912829762880534,CT-only BSpline transport of authored search domains then target-phase HU filtering and largest6connectedcomponent,False,False
phase_05,25,LA,46.91540999106769,71.7778533858739,24.862443394806206,CT-only BSpline transport of authored search domains then target-phase HU filtering and largest6connectedcomponent,False,False
phase_05,25,RA,53.56855084686891,112.63580095841893,59.06725011155002,CT-only BSpline transport of authored search domains then target-phase HU filtering and largest6connectedcomponent,False,False
phase_05,25,blood_pool_sum,254.20031971447509,397.5619415869405,143.36162187246543,CT-only BSpline transport of authored search domains then target-phase HU filtering and largest6connectedcomponent,False,False
phase_06,30,LV,56.00104429637538,73.09729510750779,17.096250811132407,CT-only BSpline transport of authored search domains then target-phase HU filtering and largest6connectedcomponent,False,False
phase_06,30,RV,85.24018606836903,120.37514606322947,35.13495999486044,CT-only BSpline transport of authored search domains then target-phase HU filtering and largest6connectedcomponent,False,False
phase_06,30,LA,50.965464042085486,83.34687948603299,32.3814154439475,CT-only BSpline transport of authored search domains then target-phase HU filtering and largest6connectedcomponent,False,False
phase_06,30,RA,48.62861473602937,117.01977052779849,68.39115579176911,CT-only BSpline transport of authored search domains then target-phase HU filtering and largest6connectedcomponent,False,False
phase_06,30,blood_pool_sum,240.83530914285927,393.8390911845687,153.00378204170943,CT-only BSpline transport of authored search domains then target-phase HU filtering and largest6connectedcomponent,False,False
phase_07,35,LV,50.185209187622036,66.17400149564503,15.988792308022994,CT-only BSpline transport of authored search domains then target-phase HU filtering and largest6connectedcomponent,False,False
phase_07,35,RV,95.51046537851799,111.74871551097877,16.238250132460777,CT-only BSpline transport of authored search domains then target-phase HU filtering and largest6connectedcomponent,False,False
phase_07,35,LA,54.0311105347838,89.21137565022599,35.18026511544219,CT-only BSpline transport of authored search domains then target-phase HU filtering and largest6connectedcomponent,False,False
phase_07,35,RA,43.98735682754358,124.9520818869387,80.96472505939512,CT-only BSpline transport of authored search domains then target-phase HU filtering and largest6connectedcomponent,False,False
phase_07,35,blood_pool_sum,243.7141419284674,392.0861745437885,148.3720326153211,CT-only BSpline transport of authored search domains then target-phase HU filtering and largest6connectedcomponent,False,False
phase_08,40,LV,47.829902239847435,61.78667599140756,13.956773751560128,CT-only BSpline transport of authored search domains then target-phase HU filtering and largest6connectedcomponent,False,False
phase_08,40,RV,93.49578581882098,107.3899154530335,13.894129634212518,CT-only BSpline transport of authored search domains then target-phase HU filtering and largest6connectedcomponent,False,False
phase_08,40,LA,52.721177295247315,90.20808830302445,37.48691100777714,CT-only BSpline transport of authored search domains then target-phase HU filtering and largest6connectedcomponent,False,False
phase_08,40,RA,46.997630395086425,128.88803415278764,81.89040375770122,CT-only BSpline transport of authored search domains then target-phase HU filtering and largest6connectedcomponent,False,False
phase_08,40,blood_pool_sum,241.04449574900215,388.27271390025317,147.228218151251,CT-only BSpline transport of authored search domains then target-phase HU filtering and largest6connectedcomponent,False,False
phase_09,45,LV,50.76410795061104,67.05101913851148,16.286911187900436,CT-only BSpline transport of authored search domains then target-phase HU filtering and largest6connectedcomponent,False,False
phase_09,45,RV,94.76153258272835,107.76689880207175,13.0053662193434,CT-only BSpline transport of authored search domains then target-phase HU filtering and largest6connectedcomponent,False,False
phase_09,45,LA,56.335519137213474,90.1750882769217,33.839569139708225,CT-only BSpline transport of authored search domains then target-phase HU filtering and largest6connectedcomponent,False,False
phase_09,45,RA,50.32000590441464,128.24033872521153,77.92033282079689,CT-only BSpline transport of authored search domains then target-phase HU filtering and largest6connectedcomponent,False,False
phase_09,45,blood_pool_sum,252.1811655749675,393.2333449427165,141.05217936774898,CT-only BSpline transport of authored search domains then target-phase HU filtering and largest6connectedcomponent,False,False
phase_10,50,LV,54.32363618989805,76.40792484483333,22.08428865493528,CT-only BSpline transport of authored search domains then target-phase HU filtering and largest6connectedcomponent,False,False
phase_10,50,RV,95.86675379593248,114.55651434209453,18.68976054616205,CT-only BSpline transport of authored search domains then target-phase HU filtering and largest6connectedcomponent,False,False
phase_10,50,LA,52.01139707279992,84.18754116793878,32.17614409513885,CT-only BSpline transport of authored search domains then target-phase HU filtering and largest6connectedcomponent,False,False
phase_10,50,RA,58.20477485306784,127.47798218999026,69.27320733692241,CT-only BSpline transport of authored search domains then target-phase HU filtering and largest6connectedcomponent,False,False
phase_10,50,blood_pool_sum,260.4065619116983,402.6299625448569,142.22340063315858,CT-only BSpline transport of authored search domains then target-phase HU filtering and largest6connectedcomponent,False,False
phase_11,55,LV,66.7014425908128,87.30017074864779,20.598728157834984,CT-only BSpline transport of authored search domains then target-phase HU filtering and largest6connectedcomponent,False,False
phase_11,55,RV,103.97637038006546,129.39589896128427,25.419528581218813,CT-only BSpline transport of authored search domains then target-phase HU filtering and largest6connectedcomponent,False,False
phase_11,55,LA,46.41425705228687,72.81595590191989,26.40169884963302,CT-only BSpline transport of authored search domains then target-phase HU filtering and largest6connectedcomponent,False,False
phase_11,55,RA,56.789688987983595,125.96613353650302,69.17644454851943,CT-only BSpline transport of authored search domains then target-phase HU filtering and largest6connectedcomponent,False,False
phase_11,55,blood_pool_sum,273.88175901114874,415.47815914835496,141.59640013720622,CT-only BSpline transport of authored search domains then target-phase HU filtering and largest6connectedcomponent,False,False
phase_12,60,LV,85.22452503903213,107.29147469720155,22.06694965816942,CT-only BSpline transport of authored search domains then target-phase HU filtering and largest6connectedcomponent,False,False
phase_12,60,RV,101.64567362124885,154.79081735354512,53.145143732296276,CT-only BSpline transport of authored search domains then target-phase HU filtering and largest6connectedcomponent,False,False
phase_12,60,LA,42.93471192711332,63.901474274365476,20.966762347252157,CT-only BSpline transport of authored search domains then target-phase HU filtering and largest6connectedcomponent,False,False
phase_12,60,RA,57.999503504259174,110.39962969810003,52.400126193840855,CT-only BSpline transport of authored search domains then target-phase HU filtering and largest6connectedcomponent,False,False
phase_12,60,blood_pool_sum,287.8044140916535,436.3833960232122,148.5789819315587,CT-only BSpline transport of authored search domains then target-phase HU filtering and largest6connectedcomponent,False,False
phase_13,65,LV,102.38006403265423,123.77918265410011,21.39911862144588,CT-only BSpline transport of authored search domains then target-phase HU filtering and largest6connectedcomponent,False,False
phase_13,65,RV,113.65880176760433,175.74415596136564,62.085354193761304,CT-only BSpline transport of authored search domains then target-phase HU filtering and largest6connectedcomponent,False,False
phase_13,65,LA,45.047272920165966,61.92482864305808,16.87755572289211,CT-only BSpline transport of authored search domains then target-phase HU filtering and largest6connectedcomponent,False,False
phase_13,65,RA,55.95070527350677,95.45565177583883,39.50494650233206,CT-only BSpline transport of authored search domains then target-phase HU filtering and largest6connectedcomponent,False,False
phase_13,65,blood_pool_sum,317.0368439939313,456.90381903436264,139.86697504043133,CT-only BSpline transport of authored search domains then target-phase HU filtering and largest6connectedcomponent,False,False
phase_14,70,LV,111.24141002495844,134.65185227124343,23.410442246284987,CT-only BSpline transport of authored search domains then target-phase HU filtering and largest6connectedcomponent,False,False
phase_14,70,RV,115.48722694268749,188.29535232993894,72.80812538725145,CT-only BSpline transport of authored search domains then target-phase HU filtering and largest6connectedcomponent,False,False
phase_14,70,LA,44.07069587651494,59.704318412076084,15.633622535561145,CT-only BSpline transport of authored search domains then target-phase HU filtering and largest6connectedcomponent,False,False
phase_14,70,RA,52.41690586813039,86.00198328111398,33.58507741298359,CT-only BSpline transport of authored search domains then target-phase HU filtering and largest6connectedcomponent,False,False
phase_14,70,blood_pool_sum,323.2162387122913,468.65350629437245,145.43726758208118,CT-only BSpline transport of authored search domains then target-phase HU filtering and largest6connectedcomponent,False,False
phase_15,75,LV,117.15344859963847,140.40448394017287,23.2510353405344,CT-only BSpline transport of authored search domains then target-phase HU filtering and largest6connectedcomponent,False,False
phase_15,75,RV,117.62607609212708,192.83761016011647,75.21153406798939,CT-only BSpline transport of authored search domains then target-phase HU filtering and largest6connectedcomponent,False,False
phase_15,75,LA,44.14228915348363,57.77353722382675,13.63124807034312,CT-only BSpline transport of authored search domains then target-phase HU filtering and largest6connectedcomponent,False,False
phase_15,75,RA,49.294767805323964,79.03897777343266,29.7442099681087,CT-only BSpline transport of authored search domains then target-phase HU filtering and largest6connectedcomponent,False,False
phase_15,75,blood_pool_sum,328.2165816505731,470.05460909754873,141.83802744697562,CT-only BSpline transport of authored search domains then target-phase HU filtering and largest6connectedcomponent,False,False
phase_16,80,LV,126.76372738773233,146.81599748620474,20.052270098472405,CT-only BSpline transport of authored search domains then target-phase HU filtering and largest6connectedcomponent,False,False
phase_16,80,RV,125.53713319716721,198.0745465058808,72.53741330871358,CT-only BSpline transport of authored search domains then target-phase HU filtering and largest6connectedcomponent,False,False
phase_16,80,LA,39.5843702939692,51.25798969719973,11.673619403230532,CT-only BSpline transport of authored search domains then target-phase HU filtering and largest6connectedcomponent,False,False
phase_16,80,RA,48.34615688548884,69.33864806665161,20.992491181162777,CT-only BSpline transport of authored search domains then target-phase HU filtering and largest6connectedcomponent,False,False
phase_16,80,blood_pool_sum,340.2313877643576,465.4871817559369,125.25579399157931,CT-only BSpline transport of authored search domains then target-phase HU filtering and largest6connectedcomponent,False,False
phase_17,85,LV,131.288646221144,152.38740867280717,21.098762451663163,CT-only BSpline transport of authored search domains then target-phase HU filtering and largest6connectedcomponent,False,False
phase_17,85,RV,130.09281476677637,201.5747865626781,71.48197179590173,CT-only BSpline transport of authored search domains then target-phase HU filtering and largest6connectedcomponent,False,False
phase_17,85,LA,36.70889344321897,46.33762987303132,9.62873642981235,CT-only BSpline transport of authored search domains then target-phase HU filtering and largest6connectedcomponent,False,False
phase_17,85,RA,46.70510473997217,66.84742575713176,20.14232101715959,CT-only BSpline transport of authored search domains then target-phase HU filtering and largest6connectedcomponent,False,False
phase_17,85,blood_pool_sum,344.79545917111153,467.14725086564835,122.35179169453681,CT-only BSpline transport of authored search domains then target-phase HU filtering and largest6connectedcomponent,False,False
phase_18,90,LV,132.99122383905564,154.4401221608938,21.448898321838158,CT-only BSpline transport of authored search domains then target-phase HU filtering and largest6connectedcomponent,False,False
phase_18,90,RV,123.60635200891788,206.40845140301724,82.80209939409936,CT-only BSpline transport of authored search domains then target-phase HU filtering and largest6connectedcomponent,False,False
phase_18,90,LA,34.29541695790731,42.681898167817636,8.386481209910329,CT-only BSpline transport of authored search domains then target-phase HU filtering and largest6connectedcomponent,False,False
phase_18,90,RA,44.22954345978922,58.71152101661184,14.48197755682262,CT-only BSpline transport of authored search domains then target-phase HU filtering and largest6connectedcomponent,False,False
phase_18,90,blood_pool_sum,335.12253626567,462.2419927483405,127.1194564826705,CT-only BSpline transport of authored search domains then target-phase HU filtering and largest6connectedcomponent,False,False
phase_19,95,LV,132.7182744706125,152.5356291290314,19.817354658418907,CT-only BSpline transport of authored search domains then target-phase HU filtering and largest6connectedcomponent,False,False
phase_19,95,RV,125.57460780308051,202.88360115726195,77.30899335418144,CT-only BSpline transport of authored search domains then target-phase HU filtering and largest6connectedcomponent,False,False
phase_19,95,LA,32.40155105309495,40.75671020433148,8.355159151236535,CT-only BSpline transport of authored search domains then target-phase HU filtering and largest6connectedcomponent,False,False
phase_19,95,RA,45.31295109641696,57.247214773611624,11.934263677194664,CT-only BSpline transport of authored search domains then target-phase HU filtering and largest6connectedcomponent,False,False
phase_19,95,blood_pool_sum,336.00738442320494,453.42315526423647,117.41577084103153,CT-only BSpline transport of authored search domains then target-phase HU filtering and largest6connectedcomponent,False,False
